d	f	mean
1	0.1	na
1	0.15	na
1	0.2	na
1	0.25	na
1	0.3	na
1	0.35	na
1	0.4	na
1	0.45	6.69897009119491
1	0.5	6.69897009119491
1	0.55	6.69897009119491
1	0.6	6.59942241295354
1	0.65	6.5734241283562
1	0.7	6.55058712168932
1	0.75	6.49333357955806
1	0.8	6.44574690549303
1	0.85	6.40661460872389
1	0.9	6.3984097827362
1	0.95	6.3718672997511
1	1	6.34861856157048
1	1.05	6.2465856156195
1	1.1	6.24917171168973
1	1.15	6.23709741455519
1	1.2	6.20956199354973
1	1.25	6.1404677070864
1	1.3	6.1380312661698
1	1.35	6.18908033378589
1	1.4	6.08623242487348
1	1.45	6.08157825791977
1	1.5	6.0838495942774
2	0.1	na
2	0.15	na
2	0.2	na
2	0.25	6.69897009119491
2	0.3	6.66938246274427
2	0.35	6.56745135480993
2	0.4	6.49602128610145
2	0.45	6.42664438393656
2	0.5	6.36630592477981
2	0.55	6.30320703348063
2	0.6	6.26645734885131
2	0.65	6.16391259720954
2	0.7	6.09639597328561
2	0.75	6.0676509047627
2	0.8	6.03764446703158
2	0.85	5.89651547022156
2	0.9	5.98085305216627
2	0.95	5.93143066286395
2	1	5.84327508064252
2	1.05	5.74522930575263
2	1.1	5.74832965370935
2	1.15	5.81009541795957
2	1.2	5.68697079735104
2	1.25	5.80506787711834
2	1.3	5.65458666497278
2	1.35	5.61262133662317
2	1.4	5.69326990808795
2	1.45	5.76137033652367
2	1.5	5.65132522156909
3	0.1	na
3	0.15	na
3	0.2	6.6838492348678
3	0.25	6.57632498033604
3	0.3	6.49620083984438
3	0.35	6.35603462908779
3	0.4	6.29639479068729
3	0.45	6.19763234579816
3	0.5	6.17025216374574
3	0.55	6.08378607287279
3	0.6	6.03833127794098
3	0.65	5.91818614082747
3	0.7	5.84335784562196
3	0.75	5.72886943385482
3	0.8	5.73428020502742
3	0.85	5.68488313644305
3	0.9	5.67183128565436
3	0.95	5.64794835852336
3	1	5.62938834262021
3	1.05	5.60142969860402
3	1.1	5.62352094967775
3	1.15	5.53970530701186
3	1.2	5.41322430095517
3	1.25	5.59936384537872
3	1.3	5.53327337543142
3	1.35	5.49007209792333
3	1.4	5.56560351833554
3	1.45	5.50626055457719
3	1.5	5.47592348514739
4	0.1	na
4	0.15	6.69722211608592
4	0.2	6.57368288176094
4	0.25	6.44442444232768
