d	f	mean
5	0.4	9.5
5	0.45	10.6
5	0.5	9.7
5	0.55	8.8
5	0.6	8.35
5	0.65	7.45
5	0.7	7.73684210526316
5	0.75	7.5
5	0.8	7.6
5	0.85	6.95
5	0.9	7.05
5	0.95	6.65
5	1	5.85
5	1.05	5.9
5	1.1	5.3
5	1.15	5.05
5	1.2	5.15
5	1.25	4.9
5	1.3	4.75
5	1.35	4.75
5	1.4	5.2
5	1.45	4.55
5	1.5	5.25
6	0.1	na
6	0.15	na
6	0.2	0.75
6	0.25	5.85
6	0.3	8.65
6	0.35	12.2
6	0.4	12.2
6	0.45	10.25
6	0.5	9.95
6	0.55	8.45
6	0.6	8.3
6	0.65	8.05
6	0.7	7.15
6	0.75	7.5
6	0.8	7
6	0.85	6.6
6	0.9	7.05
6	0.95	6.1
6	1	5.85
6	1.05	5.1
6	1.1	4.65
6	1.15	4.7
6	1.2	4.1
6	1.25	4.5
6	1.3	4.25
6	1.35	5
6	1.4	4.9
6	1.45	4.15
6	1.5	4.7
7	0.1	na
7	0.15	na
7	0.2	1.65
7	0.25	8.2
7	0.3	12.65
7	0.35	12.2
7	0.4	11.3
7	0.45	9.95
7	0.5	10
7	0.55	8.55
7	0.6	7.55
7	0.65	9
7	0.7	7.2
7	0.75	6.1
7	0.8	6.9
7	0.85	6.2
7	0.9	5.4
7	0.95	5.65
7	1	5.5
7	1.05	5.5
7	1.1	5.35
7	1.15	4.55
7	1.2	4.9
7	1.25	4.3
7	1.3	3.95
7	1.35	4.15
7	1.4	4.15
7	1.45	4.25
7	1.5	4.1
8	0.1	na
8	0.15	na
8	0.2	4.85
8	0.25	11.1
8	0.3	13
8	0.35	11.3
8	0.4	10.9
8	0.45	9.35
8	0.5	9.2
8	0.55	8.8421052631579
8	0.6	7.75
8	0.65	7.5
8	0.7	8.15
8	0.75	6.25
8	0.8	6.55
8	0.85	6.55
8	0.9	5.95
8	0.95	5.65
8	1	4.95
8	1.05	5.1
8	1.1	4.5
8	1.15	4.75
8	1.2	3.8
8	1.25	4.35
8	1.3	4.25
8	1.35	3.65
8	1.4	3.7
8	1.45	3.6
8	1.5	4.3
9	0.1	na
9	0.15	na
9	0.2	4.6
9	0.25	15.2
9	0.3	14.1
9	0.35	12.15
9	0.4	10.5
9	0.45	9.2
9	0.5	9.3
9	0.55	8.2
9	0.6	8.35
9	0.65	7.75
9	0.7	6.9
9	0.75	6.9
9	0.8	6.1
9	0.85	5.8
9	0.9	5.55
9	0.95	5.55
9	1	5
9	1.05	4.6
9	1.1	4.95
9	1.15	4.4
9	1.2	4.2
9	1.25	3.75
9	1.3	4.1
9	1.35	3.75
9	1.4	3.7
9	1.45	4.05
9	1.5	4.35
10	0.1	na
10	0.15	2.2
10	0.2	9.9
10	0.25	14.8
10	0.3	12.2
10	0.35	11.45
10	0.4	10.95
10	0.45	9.3
10	0.5	8.65
10	0.55	9.2
10	0.6	8.8
10	0.65	7.35
10	0.7	6.4
10	0.75	6.5
10	0.8	6.45
10	0.85	5.65
10	0.9	6.15
10	0.95	5.2
10	1	4.85
10	1.05	5.25
10	1.1	4.6
10	1.15	4.8
10	1.2	3.85
10	1.25	4.35
10	1.3	4.3
10	1.35	4.1
10	1.4	3.9
10	1.45	4.25
10	1.5	3.6
