d	f	mean
1	0.1	0.339032711374476
1	0.15	0.358991832611298
1	0.2	0.339869808489522
1	0.25	0.338197241114311
1	0.3	0.327054744646606
1	0.35	0.318922728514683
1	0.4	0.30373970643581
1	0.45	0.318886542741609
1	0.5	0.310931569766093
1	0.55	0.299130017593695
1	0.6	0.287597806218293
1	0.65	0.286393844871189
1	0.7	0.30030188273059
1	0.75	0.286013949853309
1	0.8	0.279382485517322
1	0.85	0.28035086091387
1	0.9	0.28507348630912
1	0.95	0.291752393487834
1	1	0.272999014768459
1	1.05	0.292233692437425
1	1.1	0.268604226764781
1	1.15	0.282237036121232
1	1.2	0.288247810153304
1	1.25	0.270673959406861
1	1.3	0.286243349438873
1	1.35	0.262377200878941
1	1.4	0.295433031872142
1	1.45	0.281322503463651
1	1.5	0.271943249241336
2	0.1	0.345583221880136
2	0.15	0.348162169687322
2	0.2	0.293795628551795
2	0.25	0.291742453734157
2	0.3	0.284590769026471
2	0.35	0.273023223755439
2	0.4	0.258981671541941
2	0.45	0.258816069273022
2	0.5	0.255065816837638
2	0.55	0.26459527250991
2	0.6	0.252679882343722
2	0.65	0.249044930893746
2	0.7	0.25520950563649
2	0.75	0.245737503872299
2	0.8	0.244660143109281
2	0.85	0.260702472220739
2	0.9	0.247019351261309
2	0.95	0.243396383287795
2	1	0.233908107173792
2	1.05	0.283014976327719
2	1.1	0.305811663258139
2	1.15	0.275871185080629
2	1.2	0.272459092907047
2	1.25	0.261333799978912
2	1.3	0.246976702702118
2	1.35	0.243280618947283
2	1.4	0.235763398135284
2	1.45	0.242099456385317
2	1.5	0.23632152842422
3	0.1	0.330338831597628
3	0.15	0.304360836772343
3	0.2	0.268480582467555
3	0.25	0.255166984801936
3	0.3	0.250338474880664
3	0.35	0.219451567690364
3	0.4	0.237996389679792
3	0.45	0.225846209263032
3	0.5	0.229682142562553
3	0.55	0.223490532497281
3	0.6	0.224037617337324
3	0.65	0.217969412282055
3	0.7	0.26554684100762
3	0.75	0.270561376215781
3	0.8	0.248645078454972
3	0.85	0.244687679526675
3	0.9	0.231979966279718
3	0.95	0.198522968769308
3	1	0.207267721093048
3	1.05	0.218276309166822
3	1.1	0.206592038650526
3	1.15	0.210688676242953
3	1.2	0.208443432187471
3	1.25	0.201400594519196
