d	f	mean
6	1.2	3.7595
6	1.25	3.4204
6	1.3	3.5749
6	1.35	3.662
6	1.4	3.6276
6	1.45	3.514
6	1.5	3.3897
7	0.1	0.9813
7	0.15	1.8343
7	0.2	3.0817
7	0.25	5.465
7	0.3	7.7679
7	0.35	8.1732
7	0.4	8.08115789473684
7	0.45	7.9783
7	0.5	7.9772
7	0.55	7.5197
7	0.6	7.2214
7	0.65	6.7868
7	0.7	6.5567
7	0.75	5.7886
7	0.8	5.8158
7	0.85	5.4714
7	0.9	4.8488
7	0.95	4.4866
7	1	4.5269
7	1.05	5.0101
7	1.1	4.4278
7	1.15	4.4847
7	1.2	3.9824
7	1.25	3.4802
7	1.3	3.5965
7	1.35	3.3629
7	1.4	3.304
7	1.45	3.2964
7	1.5	3.4949
8	0.1	1.2029
8	0.15	2.1159
8	0.2	4.0213
8	0.25	6.3896
8	0.3	8.7801
8	0.35	8.5257
8	0.4	8.4449
8	0.45	8.6742
8	0.5	7.8652
8	0.55	7.974
8	0.6	7.0826
8	0.65	6.8206
8	0.7	6.2774
8	0.75	5.9336
8	0.8	5.7022
8	0.85	5.5823
8	0.9	5.2574
8	0.95	4.7867
8	1	4.7331
8	1.05	4.7273
8	1.1	4.5711
8	1.15	4.4636
8	1.2	4.1557
8	1.25	3.9303
8	1.3	3.3885
8	1.35	3.4424
8	1.4	3.3293
8	1.45	3.4541
8	1.5	3.3684
9	0.1	1.0469
9	0.15	2.4258
9	0.2	4.7554
9	0.25	8.5472
9	0.3	9.6526
9	0.35	9.0929
9	0.4	8.9568
9	0.45	8.2899
9	0.5	8.2007
9	0.55	7.7791
9	0.6	7.4039
9	0.65	6.8321
9	0.7	6.5862
9	0.75	5.3014
9	0.8	5.68168421052632
9	0.85	5.6206
9	0.9	5.1944
9	0.95	4.5439
9	1	4.8334
9	1.05	4.549
9	1.1	4.8165
9	1.15	4.2893
9	1.2	3.8772
9	1.25	3.7323
9	1.3	3.5449
9	1.35	3.44
9	1.4	3.3638
9	1.45	3.2466
9	1.5	3.4635
10	0.1	1.2084
10	0.15	2.3098
10	0.2	5.6298
10	0.25	9.2625
10	0.3	10.3896842105263
10	0.35	9.2487
10	0.4	8.9953
10	0.45	8.6925
10	0.5	8.7327
10	0.55	7.7713
10	0.6	7.4282
10	0.65	6.6994
10	0.7	6.1706
10	0.75	5.6256
10	0.8	5.658
10	0.85	5.5251
10	0.9	5.2381
10	0.95	4.4829
10	1	4.6237
10	1.05	4.3465
10	1.1	4.6732
10	1.15	4.2977
10	1.2	3.9746
10	1.25	3.7734
10	1.3	3.7585
10	1.35	3.3765
10	1.4	3.4826
10	1.45	3.4756
10	1.5	3.359
