d	f	mean
1	0.1	5.06278404395516
1	0.15	5.05783549135561
1	0.2	5.04344637758743
1	0.25	5.03011030848504
1	0.3	5.01557873384887
1	0.35	4.99619086749978
1	0.4	4.95039698708401
1	0.45	4.93007064459736
1	0.5	4.91402379890022
1	0.55	4.91560084117694
1	0.6	4.86563866298343
1	0.65	4.83793832093647
1	0.7	4.83865518847117
1	0.75	4.77989866084376
1	0.8	4.79173098952567
1	0.85	4.7762626738504
1	0.9	4.78832784251962
1	0.95	4.74467389965073
1	1	4.73319004018448
1	1.05	4.69627511475712
1	1.1	4.74413997496297
1	1.15	4.68722877516683
1	1.2	4.67920569542543
1	1.25	4.68350496839604
1	1.3	4.70289517247681
1	1.35	4.69016372831624
1	1.4	4.6745102580323
1	1.45	4.66426815225613
1	1.5	4.6744146806393
2	0.1	5.06075656055061
2	0.15	5.03783728961556
2	0.2	5.02519666334855
2	0.25	5.00866637533519
2	0.3	4.96686628241405
2	0.35	4.93481925615059
2	0.4	4.87955087577899
2	0.45	4.83898439330151
2	0.5	4.79231638191002
2	0.55	4.78920300787864
2	0.6	4.78289524642862
2	0.65	4.71266821766389
2	0.7	4.72846416808404
2	0.75	4.70465704128504
2	0.8	4.67822055305333
2	0.85	4.61954670195992
2	0.9	4.63884104272705
2	0.95	4.65555715412105
2	1	4.59530824407069
2	1.05	4.64007975247737
2	1.1	4.60664734276629
2	1.15	4.57938111634023
2	1.2	4.63745470435165
2	1.25	4.57701703349294
2	1.3	4.59520457343654
2	1.35	4.55912946420234
2	1.4	4.55733754128571
2	1.45	4.54045086002959
2	1.5	4.5662111522465
3	0.1	5.05408020004194
3	0.15	5.04737456839416
3	0.2	5.01685436474741
3	0.25	4.95695104034447
3	0.3	4.89754954211453
3	0.35	4.88530381924627
3	0.4	4.80308343436211
3	0.45	4.76576389539727
3	0.5	4.75637172422861
3	0.55	4.74617047050803
3	0.6	4.71333679075476
3	0.65	4.68535159383193
3	0.7	4.62200408050574
3	0.75	4.60646198160347
3	0.8	4.65032112498324
3	0.85	4.56037655728502
3	0.9	4.54997871491471
3	0.95	4.59012931069841
3	1	4.48881783824437
