d	f	mean
1	0.1	0.0377226148635996
1	0.15	0.0968144047495128
1	0.2	0.152783201413699
1	0.25	0.222774677300416
1	0.3	0.287989116948527
1	0.35	0.338391141948962
1	0.4	0.395608759515626
1	0.45	0.445815403336858
1	0.5	0.497996737345244
1	0.55	0.54873907214867
1	0.6	0.598712054106912
1	0.65	0.649289334437046
1	0.7	0.699362253250897
1	0.75	0.749650989649154
1	0.8	0.799533253463548
1	0.85	0.849727139580999
1	0.9	0.899785784528938
1	0.95	0.949819980561306
1	1	0.999797719330892
1	1.05	1.04987707342987
1	1.1	1.09991763395747
1	1.15	1.14988091660554
1	1.2	1.19991655763682
1	1.25	1.24989294865393
1	1.3	1.29993322717843
1	1.35	1.34993135015371
1	1.4	1.39991254526609
1	1.45	1.44993270088938
1	1.5	1.4999338617651
2	0.1	0.0875940247243114
2	0.15	0.214377966432967
2	0.2	0.346102308576368
2	0.25	0.463688920890118
2	0.3	0.581022777698514
2	0.35	0.690041328566697
2	0.4	0.79395987158957
2	0.45	0.897137557091692
2	0.5	0.997993947934764
2	0.55	1.09852630601554
2	0.6	1.19900520025603
2	0.65	1.29902832584605
2	0.7	1.39928521087343
2	0.75	1.49960672112849
2	0.8	1.59958761079559
2	0.85	1.69970381145311
2	0.9	1.79983274752135
2	0.95	1.89975410357451
2	1	1.99980904977364
2	1.05	2.09986430705041
2	1.1	2.19993286099366
2	1.15	2.29989838281778
2	1.2	2.39992740855973
2	1.25	2.49991900570448
2	1.3	2.59992987854994
2	1.35	2.69992755088969
2	1.4	2.79991132751378
2	1.45	2.89993071303098
2	1.5	2.99993178691147
3	0.1	0.140108448805143
3	0.15	0.333160201720039
3	0.2	0.53354935466626
3	0.25	0.716151021658802
3	0.3	0.879027120565697
3	0.35	1.040012173487
3	0.4	1.19412302187688
3	0.45	1.34674344284156
3	0.5	1.49806645764071
3	0.55	1.64850305962038
3	0.6	1.79900320679427
3	0.65	1.94934321787461
3	0.7	2.09972135379076
3	0.75	2.24984071776624
3	0.8	2.3998606401681
3	0.85	2.54990408624136
3	0.9	2.6998573156991
3	0.95	2.84989277444712
3	1	2.99990134618725
3	1.05	3.14983581263088
3	1.1	3.29968358561404
3	1.15	3.44960995592004
3	1.2	3.59957686532889
3	1.25	3.74951569343335
3	1.3	3.89949250654534
3	1.35	4.04915915434051
3	1.4	4.19911878026638
3	1.45	4.34834811576841
3	1.5	4.49787319225525
4	0.1	0.184049868255141
4	0.15	0.456491010987213
4	0.2	0.719777990107289
4	0.25	0.962743220543302
4	0.3	1.18227614648639
4	0.35	1.39007592007539
4	0.4	1.59356548527667
4	0.45	1.7968354376383
4	0.5	1.99832756950999
4	0.55	2.1996552896767
4	0.6	2.3997987173003
4	0.65	2.59978175816399
4	0.7	2.79973156372095
4	0.75	2.99933654740965
4	0.8	3.19920426102991
4	0.85	3.39824082553671
4	0.9	3.59834281018037
4	0.95	3.79829788407978
4	1	3.99803664918677
4	1.05	4.19633630063393
4	1.1	4.39308829353294
4	1.15	4.57300922171819
4	1.2	4.68555749690258
4	1.25	4.43800305255747
4	1.3	4.23157134619508
4	1.35	4.25152727270651
4	1.4	4.35774530276718
4	1.45	4.51759908544698
4	1.5	4.75649557525711
5	0.1	0.246095763002956
5	0.15	0.582961878909398
5	0.2	0.911915578191495
5	0.25	1.21231370118131
5	0.3	1.47882057762031
5	0.35	1.73958729395966
5	0.4	1.99677470437428
5	0.45	2.24957983656359
5	0.5	2.49973213879721
5	0.55	2.74935952040891
5	0.6	2.99805308590838
5	0.65	3.24703590860871
5	0.7	3.49648802411184
5	0.75	3.74443158097754
5	0.8	3.99528858440916
5	0.85	4.2344619755307
5	0.9	4.37484497825053
5	0.95	4.18903811597309
5	1	4.05943344317953
5	1.05	4.26380659159508
5	1.1	4.4628800860929
5	1.15	4.67655444183016
5	1.2	4.86443168754259
5	1.25	4.77783163810015
5	1.3	4.35445435292892
5	1.35	4.28410454714467
5	1.4	4.62188668001712
5	1.45	4.86978664431678
5	1.5	4.95622351710566
6	0.1	0.308307931168519
6	0.15	0.743352522843696
6	0.2	1.1185217083379
6	0.25	1.46893515562206
6	0.3	1.78538929078414
6	0.35	2.09863822111677
6	0.4	2.39956924992623
6	0.45	2.69794840342757
6	0.5	2.99406853049708
6	0.55	3.28828422999644
6	0.6	3.59263949290896
6	0.65	3.88513791442403
6	0.7	4.13800642601243
6	0.75	4.10988670083095
6	0.8	4.02781324129702
6	0.85	4.27911396936313
6	0.9	4.46988834287086
6	0.95	4.39381597130727
6	1	4.14492305183548
6	1.05	4.33220304472574
6	1.1	4.57717436618855
6	1.15	4.77689719068159
6	1.2	4.9611236087221
6	1.25	4.99370477541018
6	1.3	4.64597711084025
6	1.35	4.47425037936631
6	1.4	4.73227045415878
6	1.45	5.03280426107609
6	1.5	5.03219638754188
7	0.1	0.378898332517635
7	0.15	0.882199731758601
7	0.2	1.3295376345969
7	0.25	1.70410420564865
7	0.3	2.09784717246767
7	0.35	2.4491700537233
7	0.4	2.79313281163039
7	0.45	3.13672208405157
7	0.5	3.47908762520238
7	0.55	3.82430261003623
7	0.6	4.11388419494782
7	0.65	3.95664250732642
7	0.7	4.19971278781914
7	0.75	4.18799686513719
7	0.8	4.06418450943527
7	0.85	4.34385485335397
