d	f	mean
1	0.1	na
1	0.15	na
1	0.2	na
1	0.25	na
1	0.3	na
1	0.35	na
1	0.4	na
1	0.45	na
1	0.5	na
1	0.55	0.479194495373171
1	0.6	0.54700549646989
1	0.65	0.58657962142154
1	0.7	0.666267782261287
1	0.75	0.734280300185784
1	0.8	0.79899062650572
1	0.85	0.840926385493347
1	0.9	0.894989242026222
1	0.95	0.930746790624143
1	1	0.999852608045478
1	1.05	1.04974446236943
1	1.1	1.08227940571246
1	1.15	1.14989645721651
1	1.2	1.1999338749589
1	1.25	1.24993974459083
1	1.3	1.29994304674816
1	1.35	1.34991620381862
1	1.4	1.39992122062833
1	1.45	1.44994985655502
1	1.5	1.49993436651473
2	0.1	na
2	0.15	na
2	0.2	na
2	0.25	na
2	0.3	na
2	0.35	0.540454164275423
2	0.4	0.672342180750193
2	0.45	0.790815434003305
2	0.5	0.95563950905198
2	0.55	1.09446959810646
2	0.6	1.19476430431281
2	0.65	1.29941119439436
2	0.7	1.39955626357918
2	0.75	1.49945487899701
2	0.8	1.59965694297
2	0.85	1.69976204311319
2	0.9	1.79977212960473
2	0.95	1.89978593507674
2	1	1.99979993460723
2	1.05	2.09992941196194
2	1.1	2.1999124957506
2	1.15	2.29991263134315
2	1.2	2.39993553955349
2	1.25	2.49991061675766
2	1.3	2.59992358780511
2	1.35	2.69992694198881
2	1.4	2.79992721511496
2	1.45	2.89992833728371
2	1.5	2.99994413232382
3	0.1	na
3	0.15	na
3	0.2	na
3	0.25	0.518916146592621
3	0.3	0.664969351046586
3	0.35	0.916286856154773
3	0.4	1.1527788672262
3	0.45	1.32355291359643
3	0.5	1.49765664894067
3	0.55	1.64806682017699
3	0.6	1.79874615361663
3	0.65	1.94939935112058
3	0.7	2.09986063996475
3	0.75	2.24987119459641
3	0.8	2.39990832360505
3	0.85	2.54991777084906
3	0.9	2.69988814254627
3	0.95	2.8499222903485
3	1	2.9998887090072
3	1.05	3.14863919563872
3	1.1	3.29744446040891
3	1.15	3.44780334177374
3	1.2	3.59508069109686
3	1.25	3.74512454780022
3	1.3	3.89412842643759
3	1.35	4.04405258388679
3	1.4	4.19194607544155
3	1.45	4.33469129852057
3	1.5	4.47777205227796
4	0.1	na
4	0.15	na
4	0.2	na
4	0.25	0.592992243698908
4	0.3	1.08078112925349
4	0.35	1.3517606940889
4	0.4	1.58730986264094
