d	f	mean
1	0.1	0.0918002806441735
1	0.15	0.145514460253184
1	0.2	0.197204738379206
1	0.25	0.248307396377371
1	0.3	0.298609275197317
1	0.35	0.34930448923276
1	0.4	0.399514127884596
1	0.45	0.449642148030964
1	0.5	0.499813128356097
1	0.55	0.549825288814787
1	0.6	0.599856528537512
1	0.65	0.649899053238923
1	0.7	0.699915984344027
1	0.75	0.749944062198614
1	0.8	0.799948356944824
1	0.85	0.849958320976647
1	0.9	0.899959359772633
1	0.95	0.949967489495034
1	1	0.999977290147787
1	1.05	1.04998237619944
1	1.1	1.09997895016493
1	1.15	1.14997847013855
1	1.2	1.19998661303528
1	1.25	1.24998258007753
1	1.3	1.29998566440856
1	1.35	1.349984814568
1	1.4	1.39998792754015
1	1.45	1.44998755893338
1	1.5	1.49998801384939
2	0.1	0.187008093543563
2	0.15	0.292301333174574
2	0.2	0.395599156445403
2	0.25	0.497291628710206
2	0.3	0.598683775390012
2	0.35	0.699297087783645
2	0.4	0.799495657699327
2	0.45	0.899637592887833
2	0.5	0.999777938307201
2	0.55	1.09983951308835
2	0.6	1.19986084555106
2	0.65	1.29991800835726
2	0.7	1.39992333268946
2	0.75	1.49994763915846
2	0.8	1.59996766970352
2	0.85	1.69996864706343
2	0.9	1.79996962296404
2	0.95	1.89997457500181
2	1	1.99997866997131
2	1.05	2.09998677158675
2	1.1	2.1999885045983
2	1.15	2.29998718375559
2	1.2	2.39998825337046
2	1.25	2.49998759001533
2	1.3	2.59998901036973
2	1.35	2.69998536867168
2	1.4	2.79998675166771
2	1.45	2.89998920580454
2	1.5	2.99998897092764
3	0.1	0.283436524112778
3	0.15	0.439489188357205
3	0.2	0.595180010305709
3	0.25	0.747007416248578
3	0.3	0.898833329744873
3	0.35	1.0491757515329
3	0.4	1.1994365156665
3	0.45	1.34976101801587
3	0.5	1.49981373001981
3	0.55	1.6498808318709
3	0.6	1.79988738019987
3	0.65	1.94993160767746
3	0.7	2.09998016223133
3	0.75	2.24998326797544
3	0.8	2.39998475288613
3	0.85	2.54998616321102
3	0.9	2.69998674282869
3	0.95	2.84998139931206
3	1	2.99997911909706
3	1.05	3.14997710459351
3	1.1	3.29996117685562
3	1.15	3.44995557816366
3	1.2	3.59992906448594
3	1.25	3.74993871949043
3	1.3	3.89993750540889
