d	f	mean
1	0.1	6.4106
1	0.15	7.00178947368421
1	0.2	7.3441
1	0.25	8.1336
1	0.3	8.2042
1	0.35	8.4387
1	0.4	8.22947368421053
1	0.45	8.8143
1	0.5	8.3856
1	0.55	8.7337
1	0.6	8.8916
1	0.65	8.7029
1	0.7	8.6256
1	0.75	8.8678
1	0.8	8.6511
1	0.85	8.7507
1	0.9	8.9308
1	0.95	9.0919
1	1	8.417
1	1.05	8.2525
1	1.1	8.9407
1	1.15	8.8333
1	1.2	8.47768421052632
1	1.25	8.4896
1	1.3	8.8234
1	1.35	8.9122
1	1.4	8.6957
1	1.45	8.7314
1	1.5	8.5031
2	0.1	6.9013
2	0.15	8.1426
2	0.2	9.0917
2	0.25	9.7403
2	0.3	10.0079
2	0.35	10.1854736842105
2	0.4	10.4116
2	0.45	10.5328
2	0.5	10.6075789473684
2	0.55	10.5047
2	0.6	11.0708
2	0.65	11.6086
2	0.7	11.1128
2	0.75	11.4617894736842
2	0.8	10.5907
2	0.85	11.7989
2	0.9	10.7469
2	0.95	10.819
2	1	10.7465
2	1.05	10.0104
2	1.1	7.3743
2	1.15	6.6875
2	1.2	6.3285
2	1.25	6.5791
2	1.3	6.8564
2	1.35	6.5239
2	1.4	6.253
2	1.45	6.2344
2	1.5	5.2329
3	0.1	7.49115789473684
3	0.15	9.376
3	0.2	10.56
3	0.25	11.5218
3	0.3	12.421
3	0.35	11.7224
3	0.4	12.3739
3	0.45	12.2681
3	0.5	12.3715
3	0.55	12.1199
3	0.6	12.8803
3	0.65	12.5483
3	0.7	11.3119
3	0.75	10.0239
3	0.8	9.0442
3	0.85	8.3673
3	0.9	8.8846
3	0.95	8.6919
3	1	8.4942
3	1.05	7.4683
3	1.1	7.1322
3	1.15	6.84
3	1.2	6.686
3	1.25	7.2375
3	1.3	6.7944
3	1.35	6.6986
3	1.4	6.5214
3	1.45	6.6611
3	1.5	6.952
4	0.1	7.9892
4	0.15	10.5149
4	0.2	11.7324
4	0.25	13.16
4	0.3	13.6284
4	0.35	13.9198
4	0.4	13.2767
4	0.45	13.4867
4	0.5	13.9159
4	0.55	11.6297
4	0.6	10.6415
4	0.65	10.4579
4	0.7	9.3658
4	0.75	9.5979
4	0.8	9.6665
4	0.85	8.2586
4	0.9	8.9252
4	0.95	9.3859
4	1	8.4436
4	1.05	8.0302
4	1.1	7.8343
4	1.15	8.4724
4	1.2	7.5106
4	1.25	7.3128
4	1.3	6.272
4	1.35	6.3237
4	1.4	6.1545
4	1.45	6.8126
4	1.5	6.4373
5	0.1	8.5332
5	0.15	11.6566
5	0.2	13.3731
5	0.25	14.3591578947368
5	0.3	14.7332
5	0.35	15.3327
5	0.4	15.3714
5	0.45	13.2343
5	0.5	11.9348
5	0.55	11.7814
5	0.6	10.3298
5	0.65	11.7242
5	0.7	10.2404
5	0.75	10.2368
5	0.8	9.185
5	0.85	9.6934
5	0.9	8.626
5	0.95	8.9554
5	1	8.2721
5	1.05	8.0806
5	1.1	7.0128
5	1.15	8.1111
5	1.2	7.1377
5	1.25	6.9447
5	1.3	7.1643
5	1.35	6.0851
5	1.4	6.4143
5	1.45	6.05
5	1.5	7.0831
6	0.1	9.9097
6	0.15	13.5426666666667
6	0.2	14.9639
6	0.25	16.0601
6	0.3	16.8349
6	0.35	17.0476842105263
6	0.4	12.8876
6	0.45	13.6007
6	0.5	12.6445
6	0.55	11.8907
6	0.6	11.6461
6	0.65	12.1165
6	0.7	11.9182
6	0.75	9.698
6	0.8	10.1096
6	0.85	8.6884
6	0.9	8.7018
6	0.95	8.2764
6	1	8.3736
6	1.05	7.4327
6	1.1	8.1174
6	1.15	7.0022
6	1.2	7.6237
6	1.25	7.0629
6	1.3	6.7038
6	1.35	6.4315
6	1.4	5.7809
6	1.45	6.2003
6	1.5	5.81
7	0.1	10.1183
7	0.15	14.1863
7	0.2	16.5259
7	0.25	17.1302
7	0.3	17.8327
7	0.35	14.9253
7	0.4	15.1871
7	0.45	13.5466
7	0.5	13.1561
7	0.55	12.9128
7	0.6	12.7338
7	0.65	9.7727
7	0.7	10.3771
7	0.75	9.4037
7	0.8	9.5918
7	0.85	8.8741
7	0.9	9.3852
7	0.95	7.5373
7	1	8.3222
7	1.05	7.4107
7	1.1	7.4149
7	1.15	7.1555
7	1.2	7.1864
7	1.25	6.0176
7	1.3	5.5894
7	1.35	5.4374
7	1.4	5.8186
7	1.45	5.603
7	1.5	5.77
8	0.1	11.7491578947368
8	0.15	15.6712631578947
8	0.2	16.8391
8	0.25	17.588
8	0.3	16.3635
8	0.35	15.9254
8	0.4	15.2496
8	0.45	14.3932
8	0.5	13.6996
8	0.55	12.3986
8	0.6	11.2595
8	0.65	10.8517
8	0.7	10.0548
8	0.75	8.6119
8	0.8	8.9774
8	0.85	7.9128
8	0.9	8.5074
8	0.95	7.621
8	1	6.1471
8	1.05	7.0294
8	1.1	7.1359
8	1.15	6.7097
8	1.2	6.6405
8	1.25	6.2553
8	1.3	5.6259
8	1.35	5.4893
8	1.4	5.6512
8	1.45	5.2464
8	1.5	6.705
9	0.1	11.6830526315789
9	0.15	17.3472
9	0.2	18.7982
9	0.25	19.2736
9	0.3	16.1958
9	0.35	15.3807
9	0.4	15.3164
9	0.45	14.253
9	0.5	13.2516
9	0.55	12.342
9	0.6	11.6555
9	0.65	9.8045
9	0.7	10.2523
9	0.75	9.813
9	0.8	8.3518
9	0.85	9.3347
9	0.9	8.1368
9	0.95	7.1543
9	1	7.1128
9	1.05	6.9455
9	1.1	6.8406
9	1.15	7.4648
9	1.2	6.7734
9	1.25	6.7756
9	1.3	5.4928
9	1.35	5.0814
9	1.4	5.1885
9	1.45	5.7814
9	1.5	5.7801
10	0.1	12.1647
10	0.15	20.0968421052632
10	0.2	20.0628
10	0.25	18.4449
10	0.3	17.2079
10	0.35	16.7422
10	0.4	15.2554
10	0.45	13.8094
10	0.5	12.854
10	0.55	11.5079
10	0.6	11.641
10	0.65	10.6764
10	0.7	10.3371
10	0.75	9.3355
10	0.8	8.3656
10	0.85	8.1576
10	0.9	8.4351
10	0.95	7.7609
10	1	7.0491
10	1.05	6.6741
10	1.1	7.0906
10	1.15	7.1339
10	1.2	6.5328
10	1.25	6.1303
10	1.3	5.7107
10	1.35	5.4142
10	1.4	5.0116
10	1.45	5.1372
10	1.5	5.1309
